course_identifier,course_name,subject_code,subject_name,school_code,school_name,section,call_number,instructors,enrollment_count,enrollment_max,enrollment_status,days_times,mil_time_from,mil_time_to
ENMEE3106,DYNAMICS AND VIBRATIONS,ENME,,SEAS,,001,12280,Andrew W Smyth,123,116,F,MW 11:40AM-12:55PM,11:40,12:55
CIENE9900,DOCTORAL DISSERTATION,CIEN,,SEAS,,001,17650,Raimondo Betti,,10,O,,,
CIENE9500,DEPARTMENTAL SEMINAR,CIEN,,SEAS,,001,12261,,6,40,O,T 1:30PM-3:00PM,13:30,15:00
CIENE4999,FIELDWORK,CIEN,,SEAS,,001,17143,"Raimondo Betti, Scott T Kelly",,30,O,,,
CIENE4258,Embodied AI for Construction and Facilities Management,CIEN,,SEAS,,001,13081,Zhengbo Zou,3,40,O,R 10:10AM-12:40PM,10:10,12:40
CIENE4242,GEOTECHNICAL EARTHQUAKE ENGIN,CIEN,,SEAS,,001,12798,Hoe I Ling,3,30,O,M 4:10PM-6:40PM,16:10,18:40
CIENE4234,DESIGN OF LARGE SCALE BUILDINGS,CIEN,,SEAS,,001,12253,"Elisabeth A Malsch, Eli Gottlieb, Richard Tomasetti, Pierre Ghisbain",16,50,O,W 4:10PM-6:40PM,16:10,18:40
CIENE4233,DESIGN OF LARGE SCALE BRIDGES,CIEN,,SEAS,,001,12241,Theodore Zoli,10,50,O,W 7:00PM-9:30PM,19:00,21:30
CIENE4226,ADV DESIGN OF STEEL STRUCTURES,CIEN,,SEAS,,001,12235,"Virginia Mosquera, Amr Ibrahim Aly",17,50,O,R 7:00PM-9:30PM,19:00,21:30
CIENE4210,FORENSIC STRUCTURL ENGINEERING,CIEN,,SEAS,,001,12168,"Troy Morgan, Ezra Jampole",5,30,O,T 7:00PM-9:30PM,19:00,21:30
CIENE3000,THE ART OF STRUCTURAL DESIGN,CIEN,,SEAS,,001,11695,George Deodatis,64,75,O,MW 2:40PM-3:55PM,14:40,15:55
CIENE4150,LEADERSHIP IN DESIGN & CONSTRUCTION,CIEN,,SEAS,,001,12155,Fredric Bell,5,30,O,R 1:10PM-3:40PM,13:10,15:40
CIENE4148,Construction Engineering and Management Industry Field Studies,CIEN,,SEAS,,001,17191,Thomas Kyd,2,15,O,F 12:00PM-2:30PM,12:00,14:30
CIENE4148,Construction Engineering and Management Industry Field Studies,CIEN,,SEAS,,002,17192,Nare Aghasarkissian,2,15,O,F 12:00PM-2:30PM,12:00,14:30
CIENE4148,Construction Engineering and Management Industry Field Studies,CIEN,,SEAS,,003,17328,Ibrahim Odeh,,15,O,M 10:30AM-1:00PM,10:30,13:00
CIENE4145,APPLIED USE OF AEC DATA,CIEN,,SEAS,,001,12152,,3,40,O,R 7:00PM-9:30PM,19:00,21:30
CIENE4141,PUBLIC-PRIVATE PARTNERSHIP IN GLOBAL INF,CIEN,,SEAS,,V01,16646,Patrick Foye,,99,O,,,
CIENE4141,PUBLIC-PRIVATE PARTNERSHIP IN GLOBAL INF,CIEN,,SEAS,,001,11668,Patrick Foye,25,40,O,T 7:00PM-9:30PM,19:00,21:30
CIENE4138,REAL ESTATE FIN/CONST MANAG,CIEN,,SEAS,,V01,17238,Kevin J Riordan,,99,O,,,
CIENE4138,REAL ESTATE FIN/CONST MANAG,CIEN,,SEAS,,001,12703,Kevin J Riordan,19,50,O,W 4:10PM-6:40PM,16:10,18:40
CIENE4137,MANAGE CIV INSTRASTUCTURE SYST,CIEN,,SEAS,,001,12147,,14,50,O,M 7:00PM-9:30PM,19:00,21:30
CIENE4136,ENTREPRENEURSHP - ENG & CONSTR,CIEN,,SEAS,,V01,18016,Pierce Reynoldson,,99,O,,,
CIENE4136,ENTREPRENEURSHP - ENG & CONSTR,CIEN,,SEAS,,001,12694,Pierce Reynoldson,11,40,O,R 4:10PM-6:40PM,16:10,18:40
CIENE4132,PREV&RESOL OF CONSTR DISPUTES,CIEN,,SEAS,,V01,17136,"Denis Serkin, Gregory Chertoff",,99,O,,,
CIENE4132,PREV&RESOL OF CONSTR DISPUTES,CIEN,,SEAS,,001,11665,"Denis Serkin, Gregory Chertoff",3,40,O,M 4:10PM-6:40PM,16:10,18:40
CIENE4131,PRIN OF CONSTRUCTN TECHNIQUES,CIEN,,SEAS,,001,12795,Dominick Pilla,15,50,O,W 7:00PM-9:30PM,19:00,21:30
CIENE4129,MANAGING ENG & CONST PROCESSES,CIEN,,SEAS,,001,11662,Timothy Mcmanus,18,50,O,T 4:10PM-6:00PM,16:10,18:00
AEROE4101,Aerospace Structures,AERO,,SEAS,,001,17326,Addis Kidane,7,40,O,T 4:10PM-6:40PM,16:10,18:40
CEENU7435,Asian Energy Security,CEEN,,SIPA,,001,10269,Zoe Liu,34,34,F,T 1:10PM-3:00PM,13:10,15:00
CEENU7425,"Ocean Policy, Sustainable Development and Global Security",CEEN,,SIPA,,001,14759,Monica D Medina,15,30,O,T 1:10PM-3:00PM,13:10,15:00
CEENU7370,Energy Decarbonization,CEEN,,SIPA,,001,10268,Noah Kaufman,20,25,O,M 3:10PM-5:00PM,15:10,17:00
CEENU7365,Energy Transition in Europe,CEEN,,SIPA,,001,10267,"Gregory Stoupnitzky, Tim Boersma",14,25,O,T 8:00AM-9:50AM,08:00,09:50
CEENU7350,Electricity Markets,CEEN,,SIPA,,001,10266,A.J. Goulding,25,25,F,R 3:10PM-5:00PM,15:10,17:00
CEENU7330,Artificial Intelligence and Climate Change,CEEN,,SIPA,,001,10265,"David Sandalow, Alp Kucukelbir",17,20,O,W 8:00AM-9:50AM,08:00,09:50
CEENU7275,Renewable Energy Project Finance Modeling,CEEN,,SIPA,,R01,15567,,,,F,W 7:10PM-9:00PM,19:10,21:00
CEENU7275,Renewable Energy Project Finance Modeling,CEEN,,SIPA,,001,10264,"Haydn Palliser, Goksenin O Ozturkeri",55,60,O,M 5:10PM-7:00PM,17:10,19:00
CEENU7799,SIRI Practicum,CEEN,,SIPA,,001,10281,"Courtney Sara L Minard, Matthew Rusk",,40,O,R 10:00AM-11:50AM,10:00,11:50
CEENU7260,Energy and Power Financing Markets,CEEN,,SIPA,,001,10263,Brooks James Klimley,25,25,F,M 1:10PM-3:00PM,13:10,15:00
CEENU7755,Sustainability Reporting,CEEN,,SIPA,,001,10280,Avner Bukspan,28,40,O,W 3:10PM-5:00PM,15:10,17:00
CEENU7750,"Social Impact: Business, Society, and the Natural Environment",CEEN,,SIPA,,001,10279,Caroline Flammer,22,25,O,T 5:10PM-7:00PM,17:10,19:00
CEENU7740,Quantitative Valuation of the Environment - Firms’ Economic Valuation of Nature and its Ecosystem Services,CEEN,,SIPA,,001,10278,Lorie Srivastava,7,30,O,M 3:10PM-5:00PM,15:10,17:00
CEENU7735,ESG and Corporate Political Strategy,CEEN,,SIPA,,001,10277,Dylan Minor,40,40,F,T 3:10PM-5:00PM,15:10,17:00
CEENU7730,"Climate Finance, Policy, and Just Transition",CEEN,,SIPA,,001,10276,David C Wood,34,40,O,W 1:10PM-3:00PM,13:10,15:00
CEENU7712,Impact Investing II: Blended Finance,CEEN,,SIPA,,001,10275,"Henry J Guinness, Gregory C Levin",40,40,F,R 1:10PM-3:00PM,13:10,15:00
CEENU7705,"Sustainable Investing: Past, Present, and Future",CEEN,,SIPA,,001,10274,David C Wood,16,25,O,W 5:10PM-7:00PM,17:10,19:00
CEENU7702,Sustainable Finance II: System-level Investing,CEEN,,SIPA,,001,10273,"William E Burckart, Jon Lukomnik",20,30,O,R 5:10PM-7:00PM,17:10,19:00
CEENU7650,"Struggles for Sustainability: Food, Farming & Famine",CEEN,,SIPA,,001,10272,Sara Tjossem,7,25,O,M 1:10PM-3:00PM,13:10,15:00
CEENU7500,The Economics of Energy,CEEN,,SIPA,,R01,14739,,,,F,W 7:10PM-9:00PM,19:10,21:00
CEENU7500,The Economics of Energy,CEEN,,SIPA,,R02,14740,,,,F,R 8:00AM-9:50AM,08:00,09:50
CEENU7500,The Economics of Energy,CEEN,,SIPA,,001,10270,Robert Metcalfe,50,50,F,T 10:00AM-11:50AM,10:00,11:50
CEENU7500,The Economics of Energy,CEEN,,SIPA,,002,10271,Robert Metcalfe,50,50,F,T 3:10PM-5:00PM,15:10,17:00
CEENU7100,Climate Change Policy and Diplomacy,CEEN,,SIPA,,R01,10361,,,,F,M 1:10PM-3:00PM,13:10,15:00
CEENU7100,Climate Change Policy and Diplomacy,CEEN,,SIPA,,R02,10362,,,,F,,,
CEENU7100,Climate Change Policy and Diplomacy,CEEN,,SIPA,,001,10261,Scott Barrett,13,25,O,W 1:10PM-3:00PM,13:10,15:00
CGTHG9001,INDS APPROACHES GLOBAL THOUGHT,CGTH,,SAS,,001,16949,Kevin Funk,5,34,O,,,
CGTHG6800,Global Political Economy and Governance,CGTH,,SAS,,001,11529,Kevin Funk,16,20,O,W 4:10PM-6:00PM,16:10,18:00
CGTHG6800,Global Political Economy and Governance,CGTH,,SAS,,002,11530,Kevin Funk,6,20,O,R 10:10AM-12:00PM,10:10,12:00
CGTHG6500,Global Fault Lines,CGTH,,SAS,,001,11474,Ramona H Bajema,18,20,O,M 4:10PM-6:00PM,16:10,18:00
CGTHG6101,MA SEMINAR IN GLOBAL THOUGHT II,CGTH,,SAS,,001,11472,Laura L Neitzel,14,40,O,T 10:10AM-12:00PM,10:10,12:00
CGTHG6101,MA SEMINAR IN GLOBAL THOUGHT II,CGTH,,SAS,,002,11473,Sarah A Miller-Davenport,15,20,O,T 10:10AM-12:00PM,10:10,12:00
CGTHC3600,Approaches to Global Thought,CGTH,,SAS,,001,11761,Laura L Neitzel,12,12,F,R 12:10PM-2:00PM,12:10,14:00
CGTHW3402,YOUTH-INTERCONNECTED WRLD,CGTH,,SAS,,001,11514,Laura L Neitzel,26,25,F,W 12:10PM-2:00PM,12:10,14:00
CHEMW1507,INTENSVE GENERAL CHEMISTRY-LAB,CHEM,,SAS,,001,11442,Luis A Avila,18,18,F,M 1:10PM-6:00PM,13:10,18:00
CHEMW1507,INTENSVE GENERAL CHEMISTRY-LAB,CHEM,,SAS,,002,11443,Luis A Avila,18,18,F,F 1:10PM-6:00PM,13:10,18:00
CHEMW1501,GENERAL CHEMISTRY LAB-LECTURE,CHEM,,SAS,,001,11869,Sarah J Hansen,189,190,O,M 12:30PM-1:45PM,12:30,13:45
CHEMW1501,GENERAL CHEMISTRY LAB-LECTURE,CHEM,,SAS,,002,11870,Joseph C Ulichny,200,200,F,M 7:35PM-8:50PM,19:35,20:50
CHEMW1500,GENERAL CHEMISTRY LABORATORY,CHEM,,SAS,,001,11860,Sarah J Hansen,24,24,F,M 2:10PM-5:50PM,14:10,17:50
CHEMW1500,GENERAL CHEMISTRY LABORATORY,CHEM,,SAS,,002,11861,Sarah J Hansen,46,46,F,T 1:10PM-4:50PM,13:10,16:50
CHEMW1500,GENERAL CHEMISTRY LABORATORY,CHEM,,SAS,,003,11862,Joseph C Ulichny,46,46,F,T 6:10PM-9:50PM,18:10,21:50
CHEMW1500,GENERAL CHEMISTRY LABORATORY,CHEM,,SAS,,004,11863,Sarah J Hansen,46,46,F,W 8:40AM-12:25PM,08:40,12:25
CHEMW1500,GENERAL CHEMISTRY LABORATORY,CHEM,,SAS,,005,11865,Joseph C Ulichny,46,46,F,W 1:10PM-4:50PM,13:10,16:50
CHEMW1500,GENERAL CHEMISTRY LABORATORY,CHEM,,SAS,,006,11866,Sarah J Hansen,46,46,F,R 1:10PM-4:50PM,13:10,16:50
CHEMW1500,GENERAL CHEMISTRY LABORATORY,CHEM,,SAS,,007,11867,Joseph C Ulichny,46,46,F,R 6:10PM-9:50PM,18:10,21:50
CHEMW1500,GENERAL CHEMISTRY LABORATORY,CHEM,,SAS,,008,11868,Joseph C Ulichny,24,24,F,F 1:10PM-4:50PM,13:10,16:50
CHEMW1410,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,001,11147,Robert Beer,,20,O,M 4:10PM-5:00PM,16:10,17:00
CHEMW1410,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,002,11148,Robert Beer,,20,O,M 5:10PM-6:00PM,17:10,18:00
CHEMW1410,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,003,11149,Robert Beer,,20,O,M 8:10PM-9:00PM,20:10,21:00
CHEMW1410,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,004,11150,Robert Beer,,20,O,W 4:10PM-5:00PM,16:10,17:00
CHEMW1410,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,005,11151,Robert Beer,,20,O,W 5:10PM-6:00PM,17:10,18:00
CHEMW1410,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,006,11152,Robert Beer,,20,O,W 8:10PM-9:00PM,20:10,21:00
CHEMW1408,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,001,11138,Angelo Cacciuto,,20,O,M 2:10PM-3:00PM,14:10,15:00
CHEMW1408,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,002,11139,Angelo Cacciuto,,20,O,M 3:10PM-4:00PM,15:10,16:00
CHEMW1408,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,003,11140,Angelo Cacciuto,,20,O,M 6:10PM-7:00PM,18:10,19:00
CHEMW1408,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,004,11141,Angelo Cacciuto,,20,O,T 2:10PM-3:00PM,14:10,15:00
CHEMW1408,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,005,11142,Angelo Cacciuto,,20,O,T 5:10PM-6:00PM,17:10,18:00
CHEMW1408,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,006,11143,Angelo Cacciuto,,20,O,W 12:10PM-1:00PM,12:10,13:00
CHEMW1408,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,007,11144,Angelo Cacciuto,,20,O,W 1:10PM-2:00PM,13:10,14:00
CHEMW1408,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,008,11145,Angelo Cacciuto,,20,O,R 3:10PM-4:00PM,15:10,16:00
CHEMW1408,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,009,11146,Angelo Cacciuto,,20,O,F 12:10PM-1:00PM,12:10,13:00
CHEMW1406,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,001,11129,Christopher Eckdahl,,20,O,T 12:10PM-1:00PM,12:10,13:00
CHEMW1406,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,002,11130,Christopher Eckdahl,,20,O,T 2:10PM-3:00PM,14:10,15:00
CHEMW1406,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,003,11131,Christopher Eckdahl,,20,O,T 5:10PM-6:00PM,17:10,18:00
CHEMW1406,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,004,11132,Christopher Eckdahl,,20,O,W 2:10PM-3:00PM,14:10,15:00
CHEMW1406,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,005,11133,Christopher Eckdahl,,20,O,R 9:10AM-10:00AM,09:10,10:00
CHEMW1406,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,006,11134,Christopher Eckdahl,,20,O,R 2:10PM-3:00PM,14:10,15:00
CHEMW1406,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,007,11135,Christopher Eckdahl,,20,O,R 3:10PM-4:00PM,15:10,16:00
CHEMW1406,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,008,11136,Christopher Eckdahl,1,20,O,R 6:10PM-7:00PM,18:10,19:00
CHEMW1406,GENERAL CHEMISTRY II-REC,CHEM,,SAS,,009,11137,Christopher Eckdahl,,20,O,F 12:10PM-1:00PM,12:10,13:00
SCNCW1900,Water,SCNC,,SAS,,001,11471,James J Valentini,7,30,O,MW 2:40PM-3:55PM,14:40,15:55
CHEMG9307,RESEARCH FOR THE DOCTORATE,CHEM,,SAS,,001,11511,David Reichman,64,300,O,,,
CHEMG9202,PRERESEARCH SEMINARS II,CHEM,,SAS,,001,11506,Ann E Mcdermott,15,50,O,F 9:30AM-11:00AM,09:30,11:00
CHEMG8300,BIOPHOTONICS,CHEM,,SAS,,001,11507,Wei Min,,42,O,MW 1:10PM-2:25PM,13:10,14:25
CHEMG8232,ADV STATISTICAL MECHANICS,CHEM,,SAS,,001,11524,David Reichman,7,42,O,MW 11:40AM-12:55PM,11:40,12:55
CHEMG8109,CONCISE ORGANOMETALLIC CHEM,CHEM,,SAS,,001,11525,Jack R Norton,6,42,O,MW 8:40AM-9:55AM,08:40,09:55
CHEMG6231,INTERMEDIATE STATISTICAL MECH,CHEM,,SAS,,001,11523,David Reichman,7,42,O,MW 11:40AM-12:55PM,11:40,12:55
CHEMW1405,GENERAL CHEMISTRY I - REC,CHEM,,SAS,,001,11123,Ruben M Savizky,,20,O,T 4:10PM-5:00PM,16:10,17:00
CHEMW1405,GENERAL CHEMISTRY I - REC,CHEM,,SAS,,002,11124,Ruben M Savizky,2,20,O,T 5:10PM-6:00PM,17:10,18:00
CHEMW1405,GENERAL CHEMISTRY I - REC,CHEM,,SAS,,003,11125,Ruben M Savizky,,20,O,T 8:10PM-9:00PM,20:10,21:00
CHEMW1405,GENERAL CHEMISTRY I - REC,CHEM,,SAS,,004,11126,Ruben M Savizky,,20,O,R 4:10PM-5:00PM,16:10,17:00
CHEMW1405,GENERAL CHEMISTRY I - REC,CHEM,,SAS,,005,11127,Ruben M Savizky,1,20,O,R 5:10PM-6:00PM,17:10,18:00
CHEMW1405,GENERAL CHEMISTRY I - REC,CHEM,,SAS,,006,11128,Ruben M Savizky,,20,O,R 8:10PM-9:00PM,20:10,21:00
CHEMG6170,Materials Chemistry IIC,CHEM,,SAS,,001,11510,Jonathan S Owen,4,43,O,MW 10:10AM-11:25AM,10:10,11:25
CHEMG6169,MATERIALS CHEMISTRY IIB,CHEM,,SAS,,001,11513,Xavier Roy,9,42,O,MW 10:10AM-11:25AM,10:10,11:25
CHEMG4324,BIOPHYSICAL CHEMISTRY II,CHEM,,SAS,,001,11517,Ann E Mcdermott,4,25,O,TF 4:10PM-5:25PM,16:10,17:25
CHEMW4313,Peptide and Protein Chemistry,CHEM,,SAS,,001,11520,Neel H Shah,23,42,O,TR 11:40AM-12:55PM,11:40,12:55
CHEMG4145,NMR SPECTROSCOPY,CHEM,,SAS,,001,11200,John D Decatur,12,42,O,F 11:00AM-11:50AM,11:00,11:50
CHEMW4111,APPLICATIONS OF NMR SPECTROSCOPY TO INOR,CHEM,,SAS,,001,11519,Gerard F Parkin,12,42,O,MW 8:40AM-9:55AM,08:40,09:55
CHEMG4102,CHEMISTRY FOR THE BRAIN,CHEM,,SAS,,001,16462,Dalibor Sames,17,21,O,TR 10:10AM-11:25AM,10:10,11:25
CHEMW3546,ADVANCED ORGANIC CHEMISTRY LAB,CHEM,,SAS,,001,11199,Fay W Ng,5,10,O,M 1:10PM-6:00PM,13:10,18:00
CHEMW3546,ADVANCED ORGANIC CHEMISTRY LAB,CHEM,,SAS,,002,11922,Fay W Ng,9,10,O,T 1:10PM-6:00PM,13:10,18:00
CHEMW3098,SUPERVISED INDEPENDENT RES,CHEM,,SAS,,001,11198,Vesna Gasperov,4,25,O,,,
CHEMW3086,PHYSICL-ANALYTCL LABORATORY II,CHEM,,SAS,,001,11197,Luis A Avila,5,15,O,T 12:00PM-6:00PM,12:00,18:00
CHEMW1404,GENERAL CHEMISTRY II-LECTURES,CHEM,,SAS,,001,10918,Christopher Eckdahl,210,210,F,TR 10:10AM-11:25AM,10:10,11:25
CHEMW1404,GENERAL CHEMISTRY II-LECTURES,CHEM,,SAS,,002,11036,Angelo Cacciuto,122,130,O,MW 8:40AM-9:55AM,08:40,09:55
CHEMW1404,GENERAL CHEMISTRY II-LECTURES,CHEM,,SAS,,003,11037,Robert Beer,52,60,O,MW 6:10PM-7:25PM,18:10,19:25
CHEMW3080,PHYSICAL CHEMISTRY II-LECTURES,CHEM,,SAS,,001,11186,Diptarka Hait,23,60,O,MW 10:10AM-11:25AM,10:10,11:25
CHEMW2496,ORGANIC CHEM. LABORATORY II,CHEM,,SAS,,001,11918,Talha Siddiqui,62,110,O,W 4:10PM-5:25PM,16:10,17:25
CHEMW2496,ORGANIC CHEM. LABORATORY II,CHEM,,SAS,,002,11919,Anna Ghurbanyan,86,140,O,M 4:10PM-5:25PM,16:10,17:25
CHEMW2496,ORGANIC CHEM. LABORATORY II,CHEM,,SAS,,003,11920,Talha Siddiqui,52,110,O,W 4:10PM-5:25PM,16:10,17:25
CHEMW2496,ORGANIC CHEM. LABORATORY II,CHEM,,SAS,,004,11921,Anna Ghurbanyan,47,140,O,M 4:10PM-5:25PM,16:10,17:25
CHEMW2494,ORGANIC CHEM. LAB II SYNTHESIS,CHEM,,SAS,,001,11891,Talha Siddiqui,24,24,F,M 1:10PM-4:50PM,13:10,16:50
CHEMW2494,ORGANIC CHEM. LAB II SYNTHESIS,CHEM,,SAS,,002,11892,Talha Siddiqui,11,24,O,T 1:10PM-4:50PM,13:10,16:50
CHEMW2494,ORGANIC CHEM. LAB II SYNTHESIS,CHEM,,SAS,,003,11894,Talha Siddiqui,29,34,O,T 6:10PM-9:50PM,18:10,21:50
CHEMW2494,ORGANIC CHEM. LAB II SYNTHESIS,CHEM,,SAS,,004,11895,Anna Ghurbanyan,34,34,F,W 1:10PM-4:50PM,13:10,16:50
CHEMW2494,ORGANIC CHEM. LAB II SYNTHESIS,CHEM,,SAS,,005,11896,Anna Ghurbanyan,22,34,O,R 1:10PM-4:50PM,13:10,16:50
CHEMW2494,ORGANIC CHEM. LAB II SYNTHESIS,CHEM,,SAS,,006,11897,Anna Ghurbanyan,23,34,O,F 11:10AM-2:50PM,11:10,14:50
CHEMW2494,ORGANIC CHEM. LAB II SYNTHESIS,CHEM,,SAS,,007,11898,Talha Siddiqui,24,24,F,M 1:10PM-4:50PM,13:10,16:50
CHEMW2494,ORGANIC CHEM. LAB II SYNTHESIS,CHEM,,SAS,,008,11899,Talha Siddiqui,11,24,O,T 1:10PM-4:50PM,13:10,16:50
CHEMW2494,ORGANIC CHEM. LAB II SYNTHESIS,CHEM,,SAS,,009,11900,Talha Siddiqui,14,34,O,T 6:10PM-9:50PM,18:10,21:50
CHEMW2494,ORGANIC CHEM. LAB II SYNTHESIS,CHEM,,SAS,,010,11901,Anna Ghurbanyan,22,34,O,W 1:10PM-4:50PM,13:10,16:50
CHEMW2494,ORGANIC CHEM. LAB II SYNTHESIS,CHEM,,SAS,,011,11902,Anna Ghurbanyan,13,34,O,R 1:10PM-4:50PM,13:10,16:50
CHEMW2494,ORGANIC CHEM. LAB II SYNTHESIS,CHEM,,SAS,,012,11903,Anna Ghurbanyan,19,34,O,F 11:10AM-2:50PM,11:10,14:50
CHEMW2450,ORGANIC CHEMSTRY II-REC,CHEM,,SAS,,001,11885,Charles E Jr Doubleday,,18,O,M 4:10PM-5:00PM,16:10,17:00
CHEMW2450,ORGANIC CHEMSTRY II-REC,CHEM,,SAS,,002,11886,Charles E Jr Doubleday,,18,O,M 5:10PM-6:00PM,17:10,18:00
CHEMW2450,ORGANIC CHEMSTRY II-REC,CHEM,,SAS,,003,11887,Charles E Jr Doubleday,,18,O,M 8:10PM-9:00PM,20:10,21:00
CHEMW2450,ORGANIC CHEMSTRY II-REC,CHEM,,SAS,,004,11888,Charles E Jr Doubleday,,18,O,W 4:10PM-5:00PM,16:10,17:00
CHEMW2450,ORGANIC CHEMSTRY II-REC,CHEM,,SAS,,005,11889,Charles E Jr Doubleday,,18,O,W 5:10PM-6:00PM,17:10,18:00
CHEMW2450,ORGANIC CHEMSTRY II-REC,CHEM,,SAS,,006,11890,Charles E Jr Doubleday,,18,O,W 8:10PM-9:00PM,20:10,21:00
CHEMW2448,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,001,11878,James Leighton,,20,O,M 1:10PM-2:00PM,13:10,14:00
CHEMW2448,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,002,11880,James Leighton,,20,O,M 3:10PM-4:00PM,15:10,16:00
CHEMW2448,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,003,11881,James Leighton,,20,O,M 5:10PM-6:00PM,17:10,18:00
CHEMW2448,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,004,11882,James Leighton,,20,O,T 3:10PM-4:00PM,15:10,16:00
CHEMW2448,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,005,11883,James Leighton,,20,O,T 6:10PM-7:00PM,18:10,19:00
CHEMW2448,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,006,11884,James Leighton,,20,O,W 2:10PM-3:00PM,14:10,15:00
CHEMW2448,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,007,16440,James Leighton,,20,O,W 3:10PM-4:00PM,15:10,16:00
CHEMW2448,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,008,16441,James Leighton,,20,O,R 3:10PM-4:00PM,15:10,16:00
CHEMW2448,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,009,16443,James Leighton,,20,O,R 6:10PM-7:00PM,18:10,19:00
CHEMW2446,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,001,11444,Christopher Eckdahl,,20,O,M 2:10PM-3:00PM,14:10,15:00
CHEMW2446,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,002,11445,Christopher Eckdahl,,20,O,M 4:10PM-5:00PM,16:10,17:00
CHEMW2446,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,003,11446,Christopher Eckdahl,,20,O,T 7:10PM-8:00PM,19:10,20:00
CHEMW2446,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,004,11447,Christopher Eckdahl,,20,O,W 3:10PM-4:00PM,15:10,16:00
CHEMW2446,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,005,11448,Christopher Eckdahl,,20,O,W 5:10PM-6:00PM,17:10,18:00
CHEMW2446,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,006,11449,Christopher Eckdahl,,20,O,W 6:10PM-7:00PM,18:10,19:00
CHEMW2446,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,007,11450,Christopher Eckdahl,,20,O,R 1:10PM-2:00PM,13:10,14:00
CHEMW2446,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,008,11452,Christopher Eckdahl,,20,O,R 6:10PM-7:00PM,18:10,19:00
CHEMW2446,ORGANIC CHEMISTRY - REC,CHEM,,SAS,,009,11453,Christopher Eckdahl,,20,O,F 1:10PM-2:00PM,13:10,14:00
CHEMW2444,ORGANIC CHEMSTRY II-LECTURES,CHEM,,SAS,,001,11170,Christopher Eckdahl,108,110,O,MW 11:40AM-12:55PM,11:40,12:55
CHEMW2444,ORGANIC CHEMSTRY II-LECTURES,CHEM,,SAS,,002,16436,James Leighton,130,130,F,TR 11:40AM-12:55PM,11:40,12:55
CHEMW2444,ORGANIC CHEMSTRY II-LECTURES,CHEM,,SAS,,003,11172,Charles E Jr Doubleday,50,60,O,MW 6:10PM-7:25PM,18:10,19:25
CHEMW2408,1ST YEAR SEM IN CHEMICAL RES,CHEM,,SAS,,001,11169,Vesna Gasperov,52,80,O,F 12:00PM-12:50PM,12:00,12:50
CHEMW2047,Intensive Organic Chemistry I - RECITATION,CHEM,,SAS,,001,11872,James Leighton,6,20,O,T 3:10PM-4:00PM,15:10,16:00
CHEMW2047,Intensive Organic Chemistry I - RECITATION,CHEM,,SAS,,002,11873,James Leighton,10,20,O,T 6:10PM-7:00PM,18:10,19:00
CHEMW2047,Intensive Organic Chemistry I - RECITATION,CHEM,,SAS,,003,11874,James Leighton,15,20,O,R 3:10PM-4:00PM,15:10,16:00
CHEMW2045,INTENSVE ORGANIC CHEMISTRY,CHEM,,SAS,,001,11871,James Leighton,18,60,O,MW 8:40AM-9:55AM,08:40,09:55
